collection_name,creator,rarity_score,trait_count,past_avg_price,floor_price,sales_last_7d,sales_last_30d,twitter_followers,discord_members,engagement_rate,listing_count,days_since_mint,blockchain,sale_price
World of Women,GaryVee,209.21,10.0,20.1483,11.876,108,324,1370052,439155.0,0.0882,1383,459,ethereum,15.2092
CloneX,Evan_Conceicao,151.37,9.0,4.7687,1.3702,48,96,1006465,414161.0,0.0198,4454,281,ethereum,4.776
Mutant Ape YC,Azuki_Team,194.51,9.0,33.4745,10.1156,59,177,1542622,313941.0,0.106,2923,1163,ethereum,21.0053
Pudgy Penguins,WoW_NFT,360.88,10.0,11.4972,9.6636,141,423,296591,145568.0,0.0435,2583,943,ethereum,12.0928
Doodles,Meebits_Dev,328.05,1.0,4.4998,1.7036,110,330,1825213,302037.0,0.047,2616,949,ethereum,7.4921
Decentraland,Sandbox_AG,351.34,13.0,26.5883,12.4117,115,345,1439219,247129.0,0.0964,3414,1135,polygon,4.8741
Art Blocks,Sandbox_AG,444.61,8.0,10.0636,3.6971,187,748,1811480,475418.0,0.1409,3815,34,solana,4.1904
Chromie Squiggle,RTFKTstudios,228.69,10.0,2.0572,0.8254,81,405,1297071,224288.0,,1015,1133,polygon,1.4254
Chromie Squiggle,CoolCats_Dev,335.09,1.0,24.9432,7.7388,173,865,678890,378031.0,0.0542,4968,140,ethereum,13.0406
Bored Ape YC,YugaLabs,221.31,11.0,6.7883,5.8145,194,970,1252535,86842.0,0.142,3811,175,ethereum,6.5331
Chromie Squiggle,SnowFro,319.41,10.0,6.3909,3.4103,115,460,1207951,341672.0,0.0922,1041,262,solana,5.5005
Chromie Squiggle,Decentraland_Fdn,237.94,6.0,14.8411,4.2847,42,126,362257,226959.0,0.1361,3033,136,ethereum,13.8334
Chromie Squiggle,WoW_NFT,388.56,14.0,2.7528,1.891,83,332,203487,217926.0,0.0051,2147,101,ethereum,8.2574
CryptoPunks,RTFKTstudios,3.62,10.0,12.2867,9.3199,9,18,1300714,377397.0,0.0059,1889,151,solana,5.535
Sandbox Land,RTFKTstudios,108.64,13.0,12.0066,4.254,139,695,189377,242050.0,0.0121,4335,583,solana,4.4652
Meebits,SnowFro,148.92,12.0,16.1088,5.4725,54,216,201127,29552.0,0.1209,1435,447,ethereum,12.6616
Sandbox Land,Meebits_Dev,472.75,3.0,18.4423,6.8797,184,368,143401,194521.0,0.0216,4192,409,polygon,4.7702
Chromie Squiggle,WoW_NFT,254.02,,3.2972,1.1213,130,390,1244506,481628.0,,3187,207,ethereum,7.5377
Pudgy Penguins,Evan_Conceicao,182.81,11.0,4.19,1.5324,97,291,1854324,473165.0,0.0882,4087,1167,polygon,1.2398
Decentraland,CoolCats_Dev,202.75,3.0,0.4233,0.316,37,111,994286,307214.0,0.1437,3728,399,ethereum,3.857
Cool Cats,RTFKTstudios,226.46,12.0,22.2462,8.8259,19,38,305288,319095.0,0.0855,3105,567,ethereum,10.7509
VeeFriends,YugaLabs,434.05,7.0,3.0787,1.0464,134,268,1025572,131500.0,0.1102,960,171,ethereum,8.2663
CryptoPunks,CoolCats_Dev,481.21,13.0,16.6241,5.2545,153,459,964911,390203.0,0.029,4966,255,ethereum,9.1019
Doodles,Decentraland_Fdn,422.24,3.0,11.3009,6.9949,53,159,1186925,299749.0,0.1372,3215,281,polygon,2.6599
Azuki,SnowFro,420.99,4.0,12.1749,9.2334,2,10,866428,18696.0,0.0093,1795,1164,ethereum,9.1739
World of Women,Azuki_Team,100.31,5.0,3.1201,1.0567,63,189,1064458,474720.0,0.0431,1288,212,solana,2.2697
Moonbirds,Decentraland_Fdn,135.07,7.0,6.8028,4.1446,152,456,649879,426227.0,0.0686,590,617,polygon,2.1264
Pudgy Penguins,Evan_Conceicao,298.43,9.0,35.9143,33.2594,116,580,1812376,40888.0,0.0347,1585,653,ethereum,40.2945
Sandbox Land,SnowFro,328.41,4.0,107.4025,35.0641,16,80,1075692,208877.0,0.0999,671,88,polygon,16.617
Mutant Ape YC,GaryVee,102.15,10.0,33.1935,14.6551,22,44,621907,371287.0,0.1021,4440,421,ethereum,21.8352
Sandbox Land,Meebits_Dev,373.39,1.0,12.2063,6.7194,21,42,6080,368606.0,0.0326,2184,97,ethereum,11.607
Decentraland,Sandbox_AG,100.78,5.0,1.3799,1.3416,151,302,1357582,83751.0,0.0023,3133,210,ethereum,3.5181
CloneX,RTFKTstudios,132.24,10.0,11.5534,10.6158,156,468,760608,20108.0,0.0121,4026,810,solana,5.4488
Meebits,Sandbox_AG,154.09,4.0,11.0544,3.7076,81,324,498397,492318.0,0.0011,4807,682,polygon,2.8991
Otherdeed,GaryVee,423.15,7.0,19.5322,8.7814,137,411,958948,446947.0,0.1359,2269,594,solana,6.7808
Pudgy Penguins,KevinRose_Team,366.31,9.0,2.8822,2.0972,4,8,970496,369215.0,0.0936,270,256,solana,1.8554
Cool Cats,YugaLabs,265.81,4.0,6.9058,3.6418,112,224,1606707,329956.0,0.0216,3060,749,solana,4.5021
Chromie Squiggle,GaryVee,410.05,14.0,7.7127,5.4574,54,216,1085378,343274.0,0.0148,4734,1085,ethereum,6.1191
Sandbox Land,CoolCats_Dev,406.65,12.0,7.7223,6.0227,164,492,1402076,228804.0,0.1228,1796,1019,solana,6.9965
Azuki,WoW_NFT,195.53,14.0,13.7035,8.1049,97,194,1294353,342221.0,0.1218,520,208,ethereum,9.7726
VeeFriends,Meebits_Dev,390.94,7.0,5.3092,2.2366,170,680,1699598,151848.0,0.1392,3577,817,ethereum,6.2267
CloneX,Meebits_Dev,103.92,5.0,1.3635,0.8941,112,448,12916,41935.0,0.0247,3107,293,ethereum,4.2796
CyberKongz,Azuki_Team,252.11,14.0,58.5498,31.4923,91,273,752908,155580.0,0.0788,774,1034,ethereum,35.0953
CloneX,RTFKTstudios,60.0,11.0,195.0407,88.8638,189,945,1430947,147006.0,0.0191,27,568,ethereum,98.1365
Cool Cats,Invisible_Studio,213.97,12.0,15.7175,7.6668,199,995,282240,151768.0,0.1196,2605,891,ethereum,13.3812
Pudgy Penguins,GaryVee,260.66,3.0,1.2092,0.915,91,182,884012,235523.0,0.0625,751,647,ethereum,5.5007
Bored Ape YC,CoolCats_Dev,40.88,13.0,1.9443,1.7721,71,355,802412,65599.0,0.1047,933,809,ethereum,3.7168
Mutant Ape YC,CyberKongz_Dev,231.84,8.0,8.9879,8.256,129,258,1611376,203936.0,0.0055,1551,1121,solana,3.7642
Moonbirds,Meebits_Dev,326.18,11.0,42.0217,22.4062,34,102,1926137,231958.0,0.1169,2348,162,ethereum,29.8495
VeeFriends,Decentraland_Fdn,307.43,12.0,2.9243,1.0455,77,385,213112,94130.0,0.0352,4091,1084,ethereum,5.1917
Mutant Ape YC,WoW_NFT,28.12,2.0,5.1273,3.8605,169,845,429048,226797.0,0.1266,2158,579,ethereum,3.8123
Sandbox Land,Azuki_Team,48.57,2.0,16.8243,5.6696,179,358,1548534,337199.0,0.0287,4182,171,ethereum,9.9071
Invisible Friends,Meebits_Dev,176.33,1.0,35.2773,12.6479,83,166,349923,206027.0,0.1187,3026,520,ethereum,12.8706
Azuki,Decentraland_Fdn,421.5,10.0,2.9967,2.9674,78,156,994153,1347.0,0.021,1969,67,polygon,2.5814
Meebits,GaryVee,435.01,13.0,0.7321,0.6862,174,522,1888702,351576.0,0.0998,2552,649,ethereum,5.8338
Pudgy Penguins,CoolCats_Dev,155.5,1.0,14.0495,9.4445,40,120,1950609,289309.0,0.1171,714,567,polygon,2.9804
Sandbox Land,YugaLabs,359.73,2.0,19.7084,17.2835,12,36,1899871,209965.0,0.0585,4878,469,polygon,4.875
Cool Cats,Evan_Conceicao,289.12,7.0,9.4503,4.0588,14,42,269234,11520.0,0.0374,1516,533,ethereum,8.428
CryptoPunks,Invisible_Studio,491.73,6.0,8.0104,7.2884,22,88,298899,44592.0,0.0523,4502,744,solana,7.2914
Otherdeed,Azuki_Team,48.23,2.0,7.6251,2.5361,175,875,352443,39793.0,0.0452,3229,992,ethereum,4.1568
Sandbox Land,SnowFro,274.39,9.0,3.6261,1.6243,8,32,1539020,426044.0,0.0953,1477,471,solana,2.9811
Pudgy Penguins,SnowFro,,13.0,43.3109,15.3591,66,198,358465,154476.0,0.0076,2438,21,polygon,7.2809
Decentraland,WoW_NFT,154.53,3.0,20.5254,7.1349,120,480,859770,212607.0,0.0072,614,669,polygon,3.0734
World of Women,CyberKongz_Dev,,1.0,18.2992,8.0723,121,484,1636815,348046.0,0.0439,3081,1133,polygon,3.364
World of Women,Meebits_Dev,27.0,4.0,90.0634,27.1815,166,830,984685,327677.0,0.0423,333,474,polygon,11.4641
Moonbirds,CyberKongz_Dev,227.36,3.0,4.3928,1.2639,196,980,1881222,32291.0,0.0274,3199,148,solana,2.2243
VeeFriends,Evan_Conceicao,346.54,7.0,4.3858,2.3107,80,240,997626,464955.0,0.1078,997,1082,ethereum,8.0039
RTFKT,Sandbox_AG,350.39,2.0,7.1214,5.4169,46,230,759813,132627.0,0.0045,651,503,polygon,3.5759
Bored Ape YC,Sandbox_AG,91.3,6.0,4.3445,2.2769,18,90,1936758,383730.0,0.1387,1118,448,polygon,1.4015
Art Blocks,Invisible_Studio,,2.0,17.8751,11.4703,178,356,1094327,416068.0,,455,355,ethereum,15.5354
Doodles,CoolCats_Dev,189.2,,8.3304,3.5791,74,296,369729,269445.0,0.061,4444,877,solana,3.8367
Azuki,RTFKTstudios,482.22,7.0,2.6504,1.362,179,358,1269096,81145.0,0.129,4680,175,ethereum,6.5608
Bored Ape YC,Decentraland_Fdn,59.96,2.0,10.6748,4.8497,69,207,1546240,272556.0,0.0931,4624,736,ethereum,8.8302
Moonbirds,Meebits_Dev,418.39,1.0,15.9883,5.4981,151,302,1677037,122353.0,0.086,3594,419,ethereum,13.3888
CyberKongz,RTFKTstudios,454.26,7.0,23.183,13.758,128,384,11845,424780.0,0.0476,1160,463,ethereum,10.4359
CyberKongz,RTFKTstudios,411.52,9.0,16.8356,7.1834,142,568,217214,377274.0,0.0998,3796,259,polygon,5.1402
Sandbox Land,Sandbox_AG,404.61,3.0,14.325,7.7942,130,390,1257405,411833.0,0.0218,3796,969,ethereum,15.3739
Azuki,GaryVee,181.29,5.0,19.4988,6.5821,61,122,1483951,414184.0,0.0792,1190,544,ethereum,14.1715
Azuki,Invisible_Studio,356.96,9.0,9.2924,3.5756,20,60,1305529,89408.0,0.0183,4180,1113,ethereum,4.0926
RTFKT,SnowFro,290.09,7.0,1.9378,1.8975,2,8,765969,15255.0,0.0673,4984,993,ethereum,4.7699
Invisible Friends,CyberKongz_Dev,212.82,2.0,16.7973,6.3383,84,420,1507535,313287.0,0.0928,1893,912,polygon,4.1849
CyberKongz,RTFKTstudios,496.56,6.0,4.2832,3.0049,178,356,1158601,306993.0,0.0242,2945,540,solana,5.1427
Decentraland,Sandbox_AG,145.94,3.0,95.7166,34.0485,128,384,1851961,432871.0,0.0341,4359,1138,ethereum,51.436
Decentraland,Azuki_Team,207.16,13.0,54.2554,22.4349,134,268,735666,318952.0,0.1222,1319,702,ethereum,36.2999
Art Blocks,Meebits_Dev,451.53,12.0,19.1903,9.5774,51,102,1507793,401673.0,,4943,524,ethereum,16.0101
VeeFriends,CoolCats_Dev,145.22,5.0,19.3048,7.058,97,194,287982,174415.0,0.0152,1523,417,ethereum,15.141
RTFKT,WoW_NFT,77.19,4.0,12.669,4.0328,81,405,1464421,62445.0,0.0503,4839,1096,ethereum,8.1256
Mutant Ape YC,Decentraland_Fdn,155.69,2.0,2.9077,0.9867,27,135,1463442,19078.0,0.1403,1177,305,ethereum,4.3439
Otherdeed,YugaLabs,379.9,11.0,8.1721,3.4577,122,488,507948,217902.0,0.1044,3712,1051,ethereum,10.7209
CloneX,Evan_Conceicao,430.07,13.0,14.2066,5.0616,72,216,123780,1065.0,0.0867,2631,275,ethereum,11.2227
CloneX,GaryVee,58.11,4.0,12.0099,5.9023,80,400,1985682,259164.0,0.1262,1864,915,ethereum,6.4621
Meebits,CoolCats_Dev,311.23,9.0,23.403,7.873,119,357,153479,200440.0,0.0994,2201,339,ethereum,15.7027
RTFKT,GaryVee,284.08,4.0,41.6013,13.5393,6,24,937083,128978.0,0.1219,1142,1002,polygon,8.0723
Meebits,CoolCats_Dev,334.73,13.0,2.6235,1.9531,187,748,2736,295604.0,0.0989,3363,1002,polygon,2.0866
World of Women,LarvaLabs,335.86,5.0,3.1495,1.9745,44,176,835191,339781.0,0.1298,4964,876,ethereum,7.2646
CryptoPunks,CyberKongz_Dev,479.77,2.0,42.8123,25.56,135,405,1642009,19944.0,0.094,2932,1190,polygon,8.7279
Doodles,Meebits_Dev,173.92,13.0,15.9978,11.3042,155,465,1004004,238165.0,0.0405,1388,615,solana,6.5793
CloneX,SnowFro,150.58,14.0,5.5559,2.8041,30,90,479863,469845.0,0.0071,3352,1006,ethereum,4.8444
CloneX,Azuki_Team,291.03,6.0,5.8424,3.9407,49,196,788415,148824.0,0.0167,2197,663,ethereum,7.8388
CyberKongz,Azuki_Team,215.28,13.0,9.8608,3.962,82,328,185144,390556.0,0.0774,4606,47,ethereum,5.4803
Mutant Ape YC,GaryVee,237.4,4.0,5.8373,4.6548,163,489,1187478,168498.0,0.1458,1327,501,polygon,2.2107
Cool Cats,LarvaLabs,35.57,4.0,13.2356,7.9028,127,508,8706,135904.0,0.1142,2596,39,ethereum,13.7393
RTFKT,WoW_NFT,74.97,8.0,250.0713,93.8776,93,186,699574,428348.0,0.1165,2485,797,polygon,26.3281
Cool Cats,Invisible_Studio,467.75,,11.2349,5.6277,169,507,121868,178283.0,0.0999,4429,183,ethereum,11.9935
World of Women,Invisible_Studio,35.08,6.0,20.3838,9.9256,94,470,480269,433113.0,0.1356,560,390,ethereum,13.4625
Chromie Squiggle,WoW_NFT,295.48,12.0,1.7738,0.5923,177,708,135332,327353.0,0.1106,3092,1045,solana,3.0414
Art Blocks,Evan_Conceicao,377.53,12.0,8.6691,2.5046,154,616,1856025,406206.0,0.0395,4047,887,ethereum,7.3348
Doodles,YugaLabs,6.92,2.0,47.2434,19.5814,34,170,1544171,407410.0,0.0754,1813,403,solana,15.3036
Pudgy Penguins,Azuki_Team,112.15,14.0,8.6985,7.2629,76,304,1855693,456943.0,0.0612,2530,606,solana,3.809
Mutant Ape YC,RTFKTstudios,189.16,3.0,0.029,0.0231,5,20,1366315,277447.0,0.0256,1479,697,solana,1.2139
Decentraland,GaryVee,253.9,8.0,34.4267,10.0626,47,141,992742,476158.0,0.0341,2103,424,ethereum,23.9436
World of Women,Meebits_Dev,171.46,6.0,120.8247,44.7816,4,20,348507,29951.0,0.0435,4750,900,polygon,21.0505
Azuki,CoolCats_Dev,324.85,7.0,1.1772,0.4086,21,84,1924313,245964.0,0.0269,1822,177,ethereum,4.1296
Otherdeed,Decentraland_Fdn,113.97,2.0,74.6333,27.7508,0,0,1835081,198337.0,0.0334,1017,512,ethereum,34.69
Art Blocks,Azuki_Team,13.72,5.0,0.2333,0.161,134,268,831726,48442.0,0.1375,2903,307,solana,0.7136
World of Women,CoolCats_Dev,1.78,1.0,29.2956,13.8128,81,405,451611,436672.0,0.0521,2354,815,polygon,3.3201
Art Blocks,SnowFro,173.41,14.0,13.2849,4.4354,93,279,775064,400055.0,0.1243,3901,768,ethereum,10.7365
Decentraland,LarvaLabs,181.47,3.0,0.8456,0.2671,152,456,788537,374366.0,0.0106,191,968,ethereum,4.3482
CryptoPunks,Invisible_Studio,474.35,7.0,12.197,7.655,161,322,1833853,316752.0,0.1473,4513,444,polygon,3.5557
Cool Cats,CyberKongz_Dev,23.35,4.0,44.4005,17.8322,106,212,134196,301014.0,0.115,3512,277,polygon,7.0242
Invisible Friends,Sandbox_AG,265.5,3.0,9.6596,6.9356,91,182,1266017,190320.0,0.1361,4209,40,ethereum,9.6197
Pudgy Penguins,Meebits_Dev,289.33,6.0,30.7011,9.0412,129,258,1537197,341717.0,0.0794,2043,1032,solana,10.8346
RTFKT,Evan_Conceicao,349.94,14.0,4.4588,2.7346,82,164,1525153,487769.0,0.0955,2233,396,ethereum,5.3301
Moonbirds,Azuki_Team,319.73,7.0,1.3522,0.4801,88,264,386811,125699.0,0.0548,1679,905,ethereum,5.631
VeeFriends,Evan_Conceicao,5.06,14.0,16.2202,10.2804,59,295,825781,169408.0,0.0654,4171,440,ethereum,7.8077
Bored Ape YC,Azuki_Team,316.3,12.0,92.9369,36.5874,37,185,684429,54724.0,0.1129,364,399,solana,31.8029
CyberKongz,GaryVee,161.87,7.0,46.0332,17.3831,39,78,814299,453826.0,0.0084,2647,281,ethereum,20.1115
CloneX,CyberKongz_Dev,386.66,13.0,0.7512,0.4125,131,393,174610,265086.0,0.0064,1306,937,ethereum,4.1334
Decentraland,Meebits_Dev,94.99,5.0,2.2174,0.7277,166,830,167065,296332.0,0.1314,3194,344,ethereum,3.2467
Azuki,Invisible_Studio,358.39,8.0,5.2183,1.6239,84,336,48796,133312.0,0.0174,4819,356,solana,3.7895
Azuki,CyberKongz_Dev,313.12,10.0,2.079,0.6626,19,95,1933504,18417.0,0.1084,3376,846,ethereum,5.2775
VeeFriends,SnowFro,326.49,9.0,8.634,4.7258,122,366,833879,402450.0,0.0307,230,622,ethereum,7.7445
Bored Ape YC,YugaLabs,88.8,12.0,20.5572,7.1857,180,360,456303,430181.0,0.0556,2004,895,solana,6.9989
Pudgy Penguins,Invisible_Studio,334.92,3.0,1.9322,0.8055,105,210,1595470,170605.0,0.0447,166,125,ethereum,6.1951
Mutant Ape YC,GaryVee,368.75,7.0,28.2599,11.3879,5,20,988786,381129.0,0.0741,2435,1150,ethereum,23.336
Chromie Squiggle,GaryVee,245.22,10.0,20.2236,9.2195,16,32,729402,286054.0,0.1242,878,284,ethereum,14.6635
Art Blocks,CyberKongz_Dev,170.84,5.0,5.8053,2.3215,104,312,229663,321279.0,0.1315,3466,142,polygon,1.5284
Bored Ape YC,Meebits_Dev,84.11,13.0,4.8793,3.6436,172,516,772371,86464.0,0.0341,2672,132,ethereum,3.6393
Mutant Ape YC,YugaLabs,145.69,5.0,0.8732,0.4318,11,55,1294083,307332.0,0.0513,1546,374,ethereum,2.212
Bored Ape YC,Sandbox_AG,382.15,5.0,4.3441,3.008,150,750,1247057,80659.0,0.1257,4288,508,ethereum,7.9619
Art Blocks,CyberKongz_Dev,205.29,5.0,7.6879,4.5216,155,465,782055,109495.0,0.0144,3737,93,polygon,2.5834
Sandbox Land,Evan_Conceicao,351.65,10.0,7.2411,5.4876,10,40,1226286,178472.0,0.0184,3139,747,polygon,2.1763
CyberKongz,CoolCats_Dev,370.31,2.0,10.8128,7.0615,42,126,1535439,107321.0,0.0725,1776,736,ethereum,11.6339
Cool Cats,YugaLabs,337.41,3.0,17.7526,6.008,0,0,1860621,454572.0,0.1187,1368,932,ethereum,12.5297
Doodles,Meebits_Dev,337.1,11.0,7.7495,3.2635,113,339,1056993,14683.0,0.0511,2931,20,solana,5.3413
Decentraland,Azuki_Team,305.79,3.0,6.6917,6.3182,34,136,455953,452015.0,0.0113,3952,116,ethereum,9.8468
CloneX,CoolCats_Dev,259.69,2.0,44.3204,14.9161,183,915,259393,77153.0,0.1452,4189,247,ethereum,13.7715
VeeFriends,SnowFro,99.71,4.0,13.0829,3.9964,18,36,315821,435119.0,0.1409,3889,526,ethereum,9.8912
CloneX,Decentraland_Fdn,421.56,6.0,21.0016,6.5608,129,258,21975,168306.0,0.0981,125,704,ethereum,16.3532
CryptoPunks,RTFKTstudios,482.17,1.0,10.9595,3.5844,157,471,1116425,,0.1026,4923,242,ethereum,10.0461
World of Women,Invisible_Studio,233.78,12.0,7.1783,2.0624,35,175,425291,270408.0,0.1401,1209,431,ethereum,6.3729
Art Blocks,LarvaLabs,466.69,2.0,20.6984,8.3935,50,200,452567,244876.0,0.0969,60,616,ethereum,16.6158
Sandbox Land,Azuki_Team,499.0,6.0,7.8414,2.3019,159,318,1448830,65491.0,0.1185,2810,653,ethereum,8.9395
CyberKongz,YugaLabs,243.61,3.0,24.0206,7.1233,18,54,639700,216822.0,0.0701,2281,632,polygon,3.6493
Decentraland,Sandbox_AG,362.45,5.0,8.267,4.6363,88,352,1657113,278830.0,0.035,539,768,ethereum,8.2418
Decentraland,KevinRose_Team,322.25,1.0,9.8295,3.112,50,250,274507,491710.0,0.125,1079,906,ethereum,7.3796
World of Women,LarvaLabs,119.4,14.0,9.0118,3.0229,2,6,682999,131733.0,0.103,1035,1006,polygon,2.5294
Pudgy Penguins,Sandbox_AG,24.5,14.0,7.16,2.4358,90,180,103635,41498.0,0.0441,2204,1158,ethereum,4.8419
Meebits,RTFKTstudios,227.22,2.0,2.0154,0.6219,97,194,1072082,127055.0,0.0939,3747,472,polygon,1.8931
VeeFriends,Meebits_Dev,393.82,,13.9107,7.0956,69,138,250131,121596.0,0.1227,3413,394,ethereum,13.2525
Moonbirds,GaryVee,163.24,13.0,11.8352,5.9172,162,324,480406,473977.0,0.0413,138,335,polygon,3.1413
CryptoPunks,YugaLabs,,6.0,32.3032,12.4237,19,57,1471092,75212.0,0.1155,876,420,ethereum,16.7474
VeeFriends,SnowFro,327.75,1.0,6.7372,2.3685,85,255,1760946,496173.0,0.0118,3054,647,ethereum,7.4791
VeeFriends,Decentraland_Fdn,348.08,2.0,139.4082,43.574,36,108,1091100,56648.0,0.0941,4016,725,ethereum,72.1749
Invisible Friends,KevinRose_Team,143.58,,9.0633,2.8415,151,755,1930431,405738.0,0.1498,180,84,ethereum,6.5267
Decentraland,Decentraland_Fdn,235.55,8.0,4.3959,1.5681,111,333,1513464,207369.0,0.1301,1685,1198,ethereum,5.3522
Moonbirds,RTFKTstudios,91.67,9.0,4.6138,1.3601,141,564,1506003,27290.0,0.1315,588,51,polygon,1.5059
Azuki,RTFKTstudios,124.04,3.0,0.8094,0.5595,21,84,1981213,306964.0,0.1024,2433,481,polygon,0.964
Sandbox Land,Azuki_Team,45.84,6.0,95.1828,28.1952,91,182,178228,364342.0,0.0697,1957,543,ethereum,34.2958
VeeFriends,Evan_Conceicao,64.26,4.0,26.9535,23.2262,10,50,464777,419337.0,0.1019,878,414,solana,10.7743
CryptoPunks,Evan_Conceicao,106.05,8.0,22.0166,9.2156,64,192,874518,,,4824,262,polygon,4.3823
Sandbox Land,SnowFro,290.54,5.0,1.8739,1.5291,189,945,1236860,308728.0,0.0834,3815,637,solana,2.5742
Pudgy Penguins,YugaLabs,221.16,3.0,95.3249,39.3904,145,290,1981016,,0.0814,2733,9,polygon,13.3315
Doodles,GaryVee,134.2,12.0,5.8045,2.9386,15,75,198479,221308.0,0.082,3829,892,polygon,1.7477
Mutant Ape YC,Evan_Conceicao,430.7,8.0,3.9073,3.2452,73,292,459154,446867.0,0.0624,1567,815,ethereum,3.9004
Sandbox Land,Azuki_Team,263.05,7.0,65.8906,25.1463,174,348,596711,211642.0,0.0536,4675,925,polygon,10.8973
Sandbox Land,Decentraland_Fdn,461.63,2.0,27.9457,9.8818,34,170,1341108,190159.0,0.0502,2062,979,solana,14.2594
Moonbirds,GaryVee,317.85,1.0,90.2706,62.886,151,604,1903401,262696.0,0.0345,1936,1065,ethereum,27.1227
Art Blocks,RTFKTstudios,8.88,12.0,16.5271,6.0404,64,320,1877157,464427.0,0.0663,2848,178,ethereum,11.1182
VeeFriends,SnowFro,456.82,14.0,4.0289,2.7831,95,190,1495404,433689.0,0.0185,2895,1002,ethereum,8.986
Otherdeed,Invisible_Studio,428.87,9.0,2.8896,2.1508,175,875,1546520,354215.0,0.1353,3100,677,solana,2.8791
Doodles,RTFKTstudios,318.0,1.0,0.6685,0.4885,134,670,831386,40510.0,0.0114,4164,149,ethereum,5.1704
Decentraland,Evan_Conceicao,267.85,7.0,8.0129,3.2081,56,168,1217915,150575.0,0.1258,1346,1180,polygon,2.8934
Pudgy Penguins,Meebits_Dev,227.01,4.0,52.1588,17.6991,1,3,342264,7659.0,0.0369,3538,974,polygon,6.4655
Meebits,WoW_NFT,241.61,1.0,22.9148,9.1945,46,138,1013656,47549.0,0.1281,994,323,solana,7.1875
Chromie Squiggle,Meebits_Dev,384.84,2.0,13.884,4.5922,83,249,585657,415855.0,0.1083,1209,1068,ethereum,12.0078
Pudgy Penguins,Azuki_Team,257.06,7.0,3.3663,1.3581,26,130,1857664,407694.0,0.1382,2481,877,polygon,1.988
CloneX,Invisible_Studio,88.84,6.0,17.6129,5.8841,176,880,735344,51349.0,0.1307,2626,537,solana,5.2516
Cool Cats,LarvaLabs,30.03,,51.9992,15.1103,11,22,789769,229083.0,0.1055,3227,195,ethereum,25.6864
Meebits,RTFKTstudios,63.97,10.0,14.8596,7.5147,108,216,805865,139683.0,0.0236,704,877,polygon,2.5614
Meebits,SnowFro,126.47,4.0,7.5265,5.4744,195,390,1802587,36439.0,0.0828,4084,1118,ethereum,6.7709
Meebits,WoW_NFT,184.5,5.0,2.3053,1.7223,66,264,1865086,190802.0,0.0516,2789,232,ethereum,5.4177
Mutant Ape YC,KevinRose_Team,446.32,10.0,31.6387,12.6875,107,321,862390,51650.0,0.133,2968,1,ethereum,22.0567
Bored Ape YC,CyberKongz_Dev,120.3,3.0,0.2474,0.1045,14,70,1991420,368053.0,0.131,3738,276,ethereum,2.2841
Cool Cats,KevinRose_Team,160.48,2.0,10.3632,7.0952,145,725,1513211,483483.0,0.0478,3465,354,ethereum,8.7784
Pudgy Penguins,Meebits_Dev,112.28,12.0,313.9333,97.9431,195,390,1692978,211326.0,0.1011,2150,455,ethereum,128.1312
Cool Cats,CoolCats_Dev,273.33,3.0,2.4876,0.7334,154,616,1831469,121576.0,0.0514,2425,1171,ethereum,4.2032
Cool Cats,CoolCats_Dev,308.93,2.0,5.4784,3.3547,29,145,665371,249832.0,0.1021,1171,1156,ethereum,9.2531
Doodles,Sandbox_AG,266.53,11.0,6.7353,4.4393,70,350,1101510,483298.0,0.0925,2837,805,ethereum,10.3116
RTFKT,KevinRose_Team,475.98,8.0,3.9484,2.5726,144,576,570514,79885.0,0.0771,1022,261,ethereum,5.3997
CryptoPunks,KevinRose_Team,497.69,3.0,30.5984,15.5436,159,477,620104,340611.0,0.1319,3180,255,polygon,7.4966
Art Blocks,Sandbox_AG,418.86,12.0,24.7531,7.9006,80,400,928920,46660.0,0.0377,2094,98,polygon,6.1068
VeeFriends,YugaLabs,402.84,4.0,13.3967,5.3804,192,576,102447,150315.0,0.1198,1189,949,ethereum,9.1483
CyberKongz,CoolCats_Dev,183.66,10.0,13.6369,11.6666,40,200,430718,219727.0,0.1037,2384,265,solana,5.7053
Decentraland,RTFKTstudios,290.31,10.0,9.9797,4.5727,148,444,1618615,191925.0,0.0429,4671,1077,ethereum,8.0795
Meebits,WoW_NFT,176.38,12.0,249.499,203.5349,99,495,331977,89376.0,0.0638,2815,720,polygon,63.6162
Sandbox Land,GaryVee,392.39,11.0,10.8319,5.3742,142,710,1244208,388541.0,0.0113,1733,585,ethereum,14.6948
Moonbirds,CoolCats_Dev,86.74,10.0,11.3803,5.6652,119,476,1531393,336585.0,0.09,2256,1115,polygon,2.0096
RTFKT,CyberKongz_Dev,109.12,1.0,1.5083,0.5755,86,172,526459,217763.0,0.1333,3027,188,solana,1.1815
Bored Ape YC,Invisible_Studio,20.31,14.0,5.5415,2.3346,163,326,916916,209396.0,0.0186,776,557,polygon,1.5395
Mutant Ape YC,Azuki_Team,304.86,2.0,56.5937,17.7583,168,840,1754884,37467.0,0.0207,2809,311,ethereum,34.8326
Azuki,SnowFro,344.58,4.0,0.9392,0.9025,163,815,1671043,330290.0,0.0717,177,218,ethereum,7.1235
CloneX,RTFKTstudios,2.68,7.0,0.9876,0.3365,17,68,1840645,114984.0,0.0429,4268,1131,ethereum,1.1646
